ID,Name,SpType,[Fe/H],e[Fe/H],A(Li),eA(Li),Teff_K,eTeff_K,vsini,Age_Ga,eAge_Ga,M_Msol,eM_Msol,logRHK,elogRHK,Prot_d,R_Rsol,N_planets,sum_Mp,Porb_d,a_au,e,logOD,Pl,Nbr.
HD183216,HD 183216  ,G2V,0.14,0.06,2.72,,6016,75,5.4,1.339,1.167,1.13,0.03,-4.536757381175,0.0808621486250001,7,1.131,,,,,,,N,
HD183263,HD 183263  ,G2IV,0.3,0.03,2.27,0.07,5887,55,2.4,3.056,1.133,1.157,0.021,-4.759149108045,-0.236177059805001,38.550499,1.281,2,7.49,626.5,1.51,0.253,7.9838628,Y,2
HD183341,HD 183341  ,G5,0.05,0.03,2.25,0.04,5972,101,4.7,2.831,2.307,1.071,0.04,-4.707214774985,-0.201013010005,0.697968,1.172,,,,,,,N,
HD1835,* 9 Cet  ,G3V,0.23,0.06,2.56,0.03,5761,32,7,1.044,0.85,1.083,0.018,-4.644684971065,0.236289237115,7.78,1.048,,,,,,,N,
HD183658,HD 183658  ,G3V,0.03,0.01,1.44,0.12,5831,64,1.41,2.873,2.212,1.032,0.034,-4.91895431782,0.0367789718000004,1.21523,1.087,,,,,,,N,
HD18386,HD 18386  ,G8IV/V,0.14,0.02,0.38,,5468,34,,2.563,2.286,0.947,0.032,,,,0.946,,,,,,,N,
HD183877,HD 183877  ,G8 V Fe-1 CH-0.5,-0.2,0.03,0.61,,5705,57,1.8,7.233,3.112,0.899,0.035,,,,1.043,,,,,,,N,
HD184499,HD 184499  ,G0V,-0.52,0.05,1.18,0.02,5867,89,3.7,10.738,0.829,0.879,0.018,-4.96742293045,0,,1.424,,,,,,,N,
HD184768,HD 184768  ,G5V,-0.06,0.1,0.74,,5693,71,1.99,9.328,1.706,0.946,0.024,,,10.0806,1.246,,,,,,,N,
HD184985,HD 184985  ,F7V,0.08,0.03,1.14,,6300,69,5,2.832,0.402,1.362,0.045,-4.705271917435,-0.0660153430249997,,1.932,,,,,,,N,
HD185144,* sig Dra  ,G2/3V,-0.2,0.02,0.33,0.06,5451,394,8,4.266,3.903,0.802,0.022,-4.665564778265,-0.142505996045,31,0.731,,,,,,,N,
HD185269,HD 185269  ,G2V,0.14,0.1,2.5,0.05,5962,56,5,3.703,0.476,1.338,0.049,-4.92646128953,,29.5334,2.085,1,0.94,6.838,0.077,0.3,-0.5062058,Y,1
HD185414,HD 185414  ,G2/3V,-0.12,0.1,2.16,0.1,5883,45,2.3,1.616,1.39,0.99,0.026,-4.89286723515,0.0795741009299995,0.934239,0.999,,,,,,,N,
HD185615,HD 185615  ,G6IV/V,0.08,0.02,0.29,,5588,171,1.77,4.803,4.026,0.972,0.044,-5.168011518665,0.209959000675,,1.106,,,,,,,N,
HD185720,HD 185720  ,F6V,0.24,0.03,0.9,,6280,35,10.8,2.192,0.527,1.291,0.034,-4.705341579435,0.0251278338450005,2.96912,1.501,,,,,,,N,
HD186061,HD 186061  ,K2.5 V (k),0,0.03,0.15,,4929,50,2.198,4.402,3.918,0.773,0.024,-4.9124398636,0.106948172049999,,0.805,,,,,,,N,
HD186427,* 16 Cyg B  ,G3 V,0.06,0.02,1.3,0.06,5777,97,2.2,5.053,3.229,1.022,0.041,-4.985061387105,0.0266515645950003,23.2,1.143,1,1.68,799.5,1.68,0.689,9.1957520,Y,1
HD187085,HD 187085  ,G0V,0.09,0.03,2.66,0.02,6026,73,3.74,4.313,1.047,1.147,0.03,-4.87681067423,0.0315486509700005,,1.372,1,0.75,986,2.05,0.47,9.6776806,Y,1
HD187123,HD 187123  ,G2V,0.09,0.02,1.15,,5782,57,1.4,5.255,2.066,1.031,0.031,-4.98242494461,0.0247559918700002,0.915608,1.141,2,2.51,3.0965828,0.0426,0.01,-1.4163772,Y,2
HD18719,HD 18719  ,K0V,-0.08,0.02,0.17,,5226,60,3.107,3.755,3.484,0.817,0.027,,,,0.828,,,,,,,N,
HD187237,HD 187237  ,G2 IV-V,0.06,0.03,2.18,0.1,5862,58,2.57,1.082,0.975,1.028,0.021,-4.7268333761,0,29.5334,1.012,,,,,,,N,
HD187691,* omi Aql  ,F8V,0.14,0.02,2.65,0.07,6150,104,6.1,2.73,1.045,1.241,0.03,-4.52036746377,-0.41481842439,9.33533,1.419,,,,,,,N,
HD187897,HD 187897  ,G5,0.07,0.02,2.5,,5897,30,3.9,1.253,0.894,1.082,0.017,-4.801537811785,0.205966211225,27.1518,1.076,,,,,,,N,
HD188015,HD 188015  ,G5IV,0.25,0.03,0.04,,5687,56,2.2,3.027,2.144,1.056,0.029,-4.99851517637,0.0263328056600001,32,1.117,1,1.26,456.46,1.19,0.15,8.3537558,Y,1
HD188091,HD 188091  ,K1/2V,0.08,0.06,0.25,,5032,66,,5.471,4.108,0.838,0.027,,,,0.882,,,,,,,N,
HD18822,HD 18822  ,K0V,-0.07,0.04,1.09,,5333,44,0.9,2.918,2.916,0.833,0.031,,,,0.814,,,,,,,N,
HD18838,HD 18838  ,G6V,-0.17,0.05,0.06,,5387,88,16,6.29,4.206,0.858,0.034,,,,0.873,,,,,,,N,
HD188510,HD 188510  ,G5V:,-1.62,0.03,1.68,0.15,5535,102,4.6,5.789,4.195,0.673,0.019,-4.89050196967,0.0859562939499998,15,0.68,,,,,,,N,
HD188641,HD 188641  ,G2V,-0.08,0.03,2.39,0.02,5776,45,4.5,6.303,0.093,1.114,0.016,-4.861448523885,-0.0469108013149997,,2.062,,,,,,,N,
HD188748,HD 188748  ,G4 V,-0.12,0.01,0.29,,5671,63,1.983,4.311,3.271,0.921,0.034,-4.92906270701,0.0314071899700004,,0.949,,,,,,,N,
HD188815,HD 188815  ,F5V,-0.54,0.05,2.48,0.1,6232,64,5.4,7.352,1.26,0.941,0.039,,,,1.336,,,,,,,N,
HD189067,HD 189067  ,G2V,-0.01,0.03,2,0.07,5887,29,1.8,8.045,0.663,1.018,0.023,-4.772182964795,-0.212383024585,29.5334,1.429,,,,,,,N,
HD189567,HD 189567  ,G2 V,-0.24,0.01,0.86,0.49,5796,45,2,7.41,2.241,0.901,0.028,-4.80438269232,-0.00209213556999988,,1.043,1,0.0316,14.275,0.1099,0.23,3.3985306,Y,1
HD189625,HD 189625  ,G5V,0.18,0.02,2.05,0.02,5820,36,2.905,1.172,0.947,1.084,0.022,-4.83852468066,0.0705464252399999,16,1.062,,,,,,,N,
HD189733,HD 189733  ,K2 V,-0.15,0.05,0.08,,5015,65,3.4,4.947,4.155,0.771,0.019,-4.698721627255,0.191269619945,1.09176,0.791,1,1.142,2.21857312,0.03142,0.0041,-1.2428740,Y,1
HD190204,HD 190204  ,G6V,-0.02,0.06,1.51,,5277,201,,4.361,3.949,0.862,0.033,,,,0.874,,,,,,,N,
HD190248,* del Pav  ,G8 IV,0.33,0.01,0.98,,4995,624,1,4.633,4.128,1.043,0.048,-5.239137969065,0.247327849485,21.4,1.171,,,,,,,N,
HD19034,HD 19034  ,G5V,-0.48,0.01,0.64,0.02,5580,74,2,9.033,2.431,0.807,0.02,-4.64015887286,-0.2319324235,26,0.949,,,,,,,N,
HD190360,HD 190360  ,G7IV-V,0.19,0.03,0.55,,5567,330,2.1,4.335,3.826,1.021,0.045,-5.0769102577125,0.017886463335,,1.157,2,1.55881,17.1186,0.128,0.107,1.9668477,Y,2
HD190404,HD 190404  ,G2/3V,-0.63,0.03,0.01,,5016,265,4.5,4.594,3.958,0.692,0.016,-4.761563573635,-0.268884004675,21.3995,0.764,,,,,,,N,
HD190406,* 15 Sge  ,G0V,0.08,0.02,2.33,0.11,5957,66,4.1,1.399,1.249,1.082,0.03,-4.70218810581,0.0147299789600002,13.94,1.062,,,,,,,N,
HD190524,HD 190524  ,G3V,-0.13,0.05,2.06,0.12,5847,37,,2.454,2.152,0.963,0.043,,,,0.962,,,,,,,N,
HD190613,HD 190613  ,G2/3V,0.07,0.04,1.27,0.15,5795,26,1.5,8.058,1.566,0.995,0.042,-4.84977120934,-0.1541659348,,1.257,,,,,,,N,
HD190647,HD 190647  ,G5V,0.22,0.02,0.47,,5613,33,1.83,8.933,1.026,1.048,0.028,-4.72881146289,-0.32800958849,,1.496,1,1.9,1038.1,2.07,0.18,9.0784650,Y,1
HD190771,HD 190771  ,G2/3V,0.15,0.03,2.44,0.1,5782,35,4.3,1.098,0.916,1.058,0.02,-4.37318052005,0,8.8,1.052,,,,,,,N,
HD190954,HD 190954  ,G7 V,-0.4,0.02,0.15,,5441,114,2.356,6.616,4.157,0.814,0.03,-5.021735151345,-0.211735348865,,0.948,,,,,,,N,
HD190984,HD 190984  ,F8V,-0.52,0.02,0.46,,5916,53,3.23,4.971,0.25,1.11,0.03,-5.0602,0.0073,,2.313,1,3.1,4885,5.5,0.57,10.9009112,Y,1
HD191033,HD 191033  ,F7V,-0.19,0.05,1.26,,6215,73,5.4,3.366,1.941,1.061,0.053,,,,1.211,,,,,,,N,
HD191089,HD 191089  ,F5V,-0.18,0.05,3.21,,6451,118,37.7,2.123,1.348,1.175,0.042,,,0.488,1.31,,,,,,,N,
HD191285,HD 191285  ,K3/4V,-0.28,0.05,0.05,,4607,106,,4.241,3.963,0.635,0.018,,,,0.733,,,,,,,N,
HD191408,HD 191408  ,K2.5 V,-0.54,0.04,0.01,,4998,31,1.8,7.154,3.953,0.683,0.015,-5.053742976055,0.0202078422950001,46,0.797,,,,,,,N,
HD191797,HD 191797  ,K0V,-0.11,0.05,1.27,0.15,4985,74,3.6,4.237,3.853,0.777,0.025,,,,0.808,,,,,,,N,
HD192117,HD 192117  ,G8 IV-V,-0.03,0.03,0.74,,,,2.7,,,,,,,,0.868,,,,,,,N,
HD192263,HD 192263  ,K0,-0.01,0.02,0.02,,4996,52,2.1,3.002,3.396,0.792,0.019,-4.702283003715,0.133819342694999,,0.801,1,0.733,24.3587,0.15312,0.008,3.4627117,Y,1
HD192310,HD 192310  ,K3V,0,0.02,0.24,0.04,5091,84,1.2,4.293,3.71,0.824,0.022,-5.093123558385,0.0252446044250005,,0.915,2,0.1292,74.72,0.32,0.13,6.0828743,Y,2
HD192865,HD 192865  ,G2/3V,0.1,0.02,0.76,,6126,68,5.11,3.377,0.498,1.302,0.039,,,,1.772,,,,,,,N,
HD193017,HD 193017  ,F8,0.04,0.03,2.89,,6070,70,5.4,1.917,1.466,1.121,0.034,-4.524565770775,0.0438978902449998,1.12583,1.135,,,,,,,N,
HD19308,HD 19308  ,G0,0.11,0.03,1.31,0.03,5847,39,4.5,4.546,1.261,1.063,0.025,-4.88015364199,-0.0530289968000002,12.288,1.219,,,,,,,N,
HD193193,HD 193193  ,G2/3V,-0.05,0.01,2.04,0.02,5968,68,3.19,6.328,1.476,1.023,0.03,-4.860681950045,-0.0512101710749997,,1.28,,,,,,,N,
HD193307,HD 193307  ,F9 V,-0.26,0.02,2.47,0.1,6059,77,4.5,7.115,1.034,1.016,0.032,-4.84817090047,0.0370794484300001,27.1518,1.486,,,,,,,N,
HD19373,* iot Per  ,F9.5 V,0.12,0.02,2.44,0.03,6005,157,3.15,3.819,2.34,1.142,0.047,-4.87391496398,0,,1.336,,,,,,,N,
HD193795,HD 193795  ,G4IV,0.19,0.03,1.57,0.02,5843,62,,5.883,1.395,1.074,0.031,-4.97025623013,0,,1.32,,,,,,,N,
HD193901,HD 193901  ,F7V,-1.15,0.02,1.93,0.09,5869,186,3.4,4.844,4.023,0.772,0.032,-4.825030926935,0.0574962349149999,10,0.823,,,,,,,N,
HD19423,HD 19423  ,G2V,-0.09,0.04,0.16,,5831,46,2.7,8.402,1.734,0.973,0.042,-4.88440737518,-0.0323178451799997,27.1518,1.284,,,,,,,N,
HD194640,HD 194640  ,G8 V,-0.02,0.03,0.48,,5530,43,1.8,3.772,2.949,0.937,0.033,-4.894374752115,0.012789963905,,0.956,,,,,,,N,
HD19467,HD 19467  ,G3V,-0.14,0.01,0.49,,5718,37,1.37,10.956,0.615,0.919,0.013,-4.76467789163,-0.14727414782,26,1.238,,,,,,,N,
HD194717,HD 194717  ,G8V,-0.29,0.05,0.21,,5383,76,0.9,4.59,3.885,0.805,0.031,,,,0.844,,,,,,,N,
HD195019,HD 195019  ,G0+K3:,0.05,0.02,1.45,0.09,5768,33,2,8.496,0.608,1.037,0.018,-4.67740023415667,0.5059447908,25,1.577,1,3.7,18.20163,0.1388,0.014,1.0524044,Y,1
HD195034,HD 195034  ,G5,-0.1,0.1,1.63,0.02,5797,39,1.6,3.177,2.095,0.975,0.03,-4.773665764275,0.118513669005,0.56487,0.993,,,,,,,N,
HD195104,HD 195104  ,F7V,-0.15,0.03,2.71,0.03,6161,91,2.7,2.723,1.946,1.076,0.042,-4.791275914985,0.187666042525001,23.9349,1.147,,,,,,,N,
HD195145,HD 195145  ,G2/3V,0.19,0.04,0.24,,5557,74,1.9,4.797,3.602,0.982,0.042,-4.886122678495,-0.0345297939850004,34,1.003,,,,,,,N,
HD19518,HD 19518  ,G8V,-0.1,0.1,1.57,0.02,5794,34,1.97,3.814,2.038,0.971,0.029,,,,0.994,,,,,,,N,
HD195200,HD 195200  ,F7/8V,-0.1,0.04,2.76,0.02,6120,46,3.6,5.227,0.876,1.05,0.025,,,1.02527,1.257,,,,,,,N,
HD195564,HD 195564  ,G2 V,0.06,0.01,1.93,0.12,5626,57,1.91,7.986,0.224,1.084,0.013,-4.75303726649,-0.34382629871,,1.855,,,,,,,N,
HD195633,HD 195633  ,G2/3V,-0.51,0.03,2.43,0.1,6000,60,3.95,8.335,0.558,0.954,0.031,,,,1.689,,,,,,,N,
HD196050,HD 196050  ,G3V,0.23,0.02,2.15,0.02,5834,54,3.34,5.248,0.959,1.147,0.031,-4.798338725925,-0.179234003225,,1.435,1,2.83,1316.24,2.47,0.21,9.5471185,Y,1
HD196067,* mu.02 Oct  ,G0 V,0.21,0.06,2.4,0.1,6021,42,3.6,3.594,0.6,1.283,0.047,-5.02558193511,,,1.728,1,6.9,3638,5.02,0.66,10.7996516,Y,1
HD196068,HD 196068  ,G1 V,0.3,0.03,2.29,0.11,5891,57,2.7,3.799,0.894,1.183,0.026,,,,1.276,,,,,,,N,
HD19632,HD 19632  ,G3/5V,0.11,0.03,1.94,0.02,5708,62,3.31,1.75,1.625,1.015,0.027,,,12.42,0.978,,,,,,,N,
HD196384,HD 196384  ,F5V,-0.15,0.06,2.44,0.15,6438,116,5.4,1.964,1.404,1.172,0.053,,,,1.276,,,,,,,N,
HD196390,HD 196390  ,G1.5 V,0.09,0.03,2.05,0.11,5875,30,3.06,0.961,0.813,1.067,0.023,-4.76969214433,0.0526982971299992,,1.027,,,,,,,N,
HD196397,HD 196397  ,G8/K0V,0.32,0.05,0.2,,5342,125,,4.32,3.833,0.941,0.034,,,,0.966,,,,,,,N,
HD19641,HD 19641  ,G2V,-0.01,0.04,1.33,0.12,5817,146,4.5,4.038,3.517,0.997,0.052,-4.629419894745,-0.189353169685,,1.115,,,,,,,N,
HD196761,HD 196761  ,G8/K0V,-0.3,0.01,0.52,,5525,127,0.1,4.181,3.834,0.824,0.029,-5.018502861545,0.116119668025,32,0.85,,,,,,,N,
HD196800,HD 196800  ,G1/2V,0.19,0.01,2.35,0.05,5980,105,3.54,2.899,1.913,1.155,0.037,,,,1.312,,,,,,,N,
HD196885,HD 196885  ,F8V,0.19,0.03,2.72,,6147,83,6.8,2.453,0.851,1.251,0.023,-4.941523410455,0.0755974444950001,25.125601,1.473,1,2.98,1326,2.6,0.48,9.5823547,Y,1
HD196885 A,HD 196885  ,F8IV:,0.18,0.03,2.65,,,83,6.8,1.995,0.872,1.274,0.02,,,25.125601,1.473,1,2.98,1326,2.6,0.48,9.6034537,Y,1
HD196892,HD 196892  ,G2/3V,-0.89,0.03,0.46,,6014,123,2.23,10.088,1.352,0.827,0.023,,,,1.24,,,,,,,N,
HD197027,HD 197027  ,G3V,-0.14,0.1,0.58,,5587,134,1.78,8.039,3.5,0.927,0.034,,,,1.1,,,,,,,N,
HD197037,HD 197037  ,G0,-0.19,0.1,2.67,,6259,77,3.6,1.698,1.372,1.086,0.035,,,,1.183,1,0.79,1035.7,2.07,0.22,10.0062193,Y,1
HD197076,HD 197076  ,G2/3V,-0.08,0.02,2.22,0.06,5884,49,1.74,1.295,1.168,1.005,0.023,-4.79590839552,0.00559422221000005,20,0.998,,,,,,,N,
HD197083,HD 197083  ,G3V,-0.45,0.01,1.34,0.12,5763,126,1.8,5.895,4.171,0.852,0.035,,,,0.954,,,,,,,N,
HD197197,HD 197197  ,G0V,-0.46,0.01,2.07,0.12,5798,107,1.8,10.444,0.609,0.909,0.016,,,,1.671,,,,,,,N,
HD197210,HD 197210  ,G5V,-0.03,0.01,0.47,,5521,111,1.829,4.386,3.907,0.906,0.036,-4.988292861275,0.115042653885,1.60792,0.922,,,,,,,N,
HD197300,HD 197300  ,G3V,0.02,0.06,2.8,0.1,5934,107,,2.025,1.982,1.002,0.042,,,,0.98,,,,,,,N,
HD197536,HD 197536  ,F7V,-0.41,0.02,2.32,0.02,6013,91,2.7,9.645,1.199,0.907,0.024,,,,1.393,,,,,,,N,
HD197823,HD 197823  ,K0 IV-V,0.12,0.02,0.25,,5407,127,1.8,3.817,3.594,0.909,0.033,-4.863594828965,0.0804343692150002,28,0.925,,,,,,,N,
HD1979,HD 1979  ,G6V,-0.09,0.05,0.76,,5688,174,,3.638,3.481,0.909,0.04,,,,0.981,,,,,,,N,
HD198075,HD 198075  ,G1V,-0.24,0.01,1.89,0.02,5812,67,2.286,4.038,3.115,0.916,0.036,,,,0.961,,,,,,,N,
HD198089,HD 198089  ,F8,-0.21,0.03,1.68,0.05,5820,111,0.9,8.929,2.185,0.917,0.03,-4.891077568865,-0.00233918824499924,,1.229,,,,,,,N,
HD199086,HD 199086  ,G3V,0.13,0.04,2.54,0.1,6078,77,3.6,1.554,1.307,1.153,0.041,-4.75947958729,0.0290101740100006,16,1.208,,,,,,,N,
HD199190,HD 199190  ,G1 IV-V,0.15,0.01,2.19,0.02,5895,48,1.8,5.301,0.875,1.134,0.029,,,,1.489,,,,,,,N,
HD199288,HD 199288  ,G2 V Fe-1.0,-0.63,0.01,0.94,0.06,5884,73,1.108,9.046,2.086,0.818,0.023,-4.761274550835,0.010841744385,7.5,0.983,,,,,,,N,
HD199289,HD 199289  ,F5V,-0.98,0.04,2.01,0.1,5921,58,4,10.86,0.742,0.782,0.012,,,,0.98,,,,,,,N,
HD199509,HD 199509  ,G1 V,-0.32,0.03,1.87,0.12,5781,45,5.2,4.476,3.099,0.884,0.036,-4.7445897319,0,,0.928,,,,,,,N,
HD199604,HD 199604  ,G2V,-0.62,0.02,1.42,0.12,5820,200,5,7.097,3.994,0.866,0.043,-4.680462904985,-0.129008873985001,,1.142,,,,,,,N,
HD199847,HD 199847  ,G2V(w),-0.54,0.02,1.24,0.12,5759,62,4,11.358,0.262,0.889,0.012,,,,1.47,,,,,,,N,
HD199868,HD 199868  ,F7V,-0.14,0.04,2.54,0.1,6144,58,3.6,4.368,1.635,1.063,0.05,,,,1.286,,,,,,,N,
HD19994,* 94 Cet  ,F8.5V,0.2,0.01,1.89,0.08,6071,168,8.3,3.039,0.824,1.331,0.035,-4.772023310795,0.0279012733849999,13,1.789,1,1.68,535.7,1.42,0.3,7.7753176,Y,1
HD199960,* 11 Aqr  ,G2/3V,0.27,0.01,2.42,0.02,5920,52,2.69,4.794,0.957,1.131,0.029,-4.63562187578,-0.17438489723,20,1.367,,,,,,,N,
HD20003,HD 20003  ,G8V,0.04,0.02,,,5510,93,1.528,4.289,3.705,0.934,0.033,-4.942269907765,0.0772513896550002,36,0.936,2,0.08,11.849,0.0974,0.16,2.9212864,Y,
HD20029,HD 20029  ,F7V,0.12,0.03,2.68,0.1,6124,53,5.4,2.784,0.877,1.19,0.029,,,,1.332,,,,,,,N,
HD200505,HD 200505  ,K2 V (k),-0.42,0.03,0.14,,5145,93,2.455,4.151,3.947,0.705,0.021,,,,0.729,,,,,,,N,
HD200538,HD 200538  ,G0V,0.11,0.02,2.05,0.02,5990,382,2.09,3.869,3.443,1.099,0.064,-4.916336322845,0.0593493518049995,12,1.357,,,,,,,N,
HD200633,HD 200633  ,G2/3V,0.02,0.04,1.23,,5794,71,4.5,3.304,2.747,1.014,0.048,,,,1.063,,,,,,,N,
HD200968,HD 200968  ,K1V,0.1,0.03,0.36,,5164,42,1.4,1.425,1.514,0.857,0.018,-4.61308901403,0.0547665392100001,,0.89,,,,,,,N,
HD201203,HD 201203  ,F8/G0V,0.27,0.03,1.2,,6334,107,18.9,2.801,0.859,1.297,0.073,-4.83432011891,0.13010172754,,1.674,,,,,,,N,
HD201219,HD 201219  ,G5,0.14,0.03,1.16,,5556,75,2.9,2.937,2.708,0.978,0.032,-4.766309797025,0.204863658915,12,0.953,,,,,,,N,
HD201422,HD 201422  ,G5V,-0.16,0.06,2.45,0.03,5836,62,2.7,1.583,1.495,0.953,0.025,,,,0.917,,,,,,,N,
HD201496,HD 201496  ,G1V,-0.03,0.04,1.89,0.15,5957,72,2.7,5.334,2.415,1.031,0.052,,,,1.229,,,,,,,N,
HD201891,HD 201891  ,G5 V Fe-2.5...,-1.09,0.03,2.14,0.02,5959,104,7.1,9.376,1.781,0.786,0.021,-4.752964913675,0.026335278845,8,0.992,,,,,,,N,
HD20201,HD 20201  ,F9.5 V,0.08,0.03,2.73,0.11,6007,42,4.5,1.475,1.158,1.116,0.031,-4.866211977085,0.0133548814949993,27.1518,1.15,,,,,,,N,
HD202209,HD 202209  ,G1V,-0.07,0.05,2.74,0.1,5876,135,4.5,3.248,3.032,0.994,0.05,,,,1.001,,,,,,,N,
HD202605,V* NS Aqr  ,G2/3V,0.17,0.02,1.15,0.12,5628,138,2.6,3.219,3.103,0.98,0.039,,,,0.977,,,,,,,N,
HD202628,HD 202628  ,G5V,-0.02,0.02,2.16,,5837,47,2.64,0.997,0.931,1.027,0.018,-4.702986600355,0.0237798239050004,,0.969,,,,,,,N,
HD202871,HD 202871  ,G0V,-0.1,0.04,2.68,0.1,6050,140,3.6,2.759,2.59,1.014,0.052,-4.5197080644,-0.14363695002,,1.057,,,,,,,N,
HD202917,HD 202917  ,G5V,0.09,0.03,3.34,,5506,87,14.7,3.001,2.879,0.946,0.03,-4.075459293855,0.142245927725,3.6,0.929,,,,,,,N,
HD203335,HD 203335  ,F8V,-0.06,0.05,2.62,0.1,6195,85,3.6,3.374,1.645,1.132,0.053,,,,1.333,,,,,,,N,
HD203384,HD 203384  ,G2/3V,0.26,0.02,0.53,,5528,41,2.6,4.783,2.788,0.991,0.034,-5.010991075385,-0.340682472625,,1.056,,,,,,,N,
HD203432,HD 203432  ,G8 IV,0.28,0.02,0.41,,5600,19,1.8,2.916,1.593,1.035,0.026,-5.01114613848,0.12115067988,33,1.078,,,,,,,N,
HD203608,* gam Pav  ,F6V,-0.62,0.03,2.48,,6252,214,9.84,4.109,3.532,0.922,0.055,,,,1.041,,,,,,,N,
HD20367,HD 20367  ,F8V,0.03,0.05,2.89,0.07,6100,48,3.3,1.041,0.85,1.128,0.024,-4.65045766486,0.26065963667,5,1.151,1,1.07,500,1.25,0.23,8.6074772,Y,1
HD2039,HD 2039  ,G2/3IV/V,0.32,0.03,2.38,0.02,5863,80,3.46,2.321,1.649,1.143,0.028,,,,1.205,1,6.11,1120,2.23,0.67,9.2843016,Y,1
HD20407,HD 20407  ,G5 V Fe-1.2 CH-1,-0.44,0.01,1.81,0.12,5909,40,3,7.965,1.839,0.86,0.025,-4.760503056145,0.0355431291850001,14.1864,0.992,,,,,,,N,
HD204287,HD 204287  ,G3V,-0.02,0.04,1.48,0.12,5777,52,1.8,8.537,0.936,1.032,0.039,-4.71869351577,-0.22658920073,,1.64,,,,,,,N,
HD204313,HD 204313  ,G5V,0.17,0.02,0.46,,5742,39,2,3.963,1.682,1.05,0.027,-4.85815813421,-0.10626371224,,1.135,3,6.0153,34.905,0.2099,0.0946,2.7953246,Y,3
HD204385,HD 204385  ,G0 V CH-0.3,0.06,0.01,2.41,0.02,5882,79,3.63,5.325,2.013,1.061,0.034,-4.847688542845,-0.453147351975,,1.194,,,,,,,N,
HD204941,HD 204941  ,K2V,-0.2,0.03,,,4958,91,0.5,5.893,4.345,0.77,0.019,-5.09924193199,-0.14206774801,40,0.78,1,0.266,1733,2.56,0.37,11.9539577,Y,
HD205294,HD 205294  ,G2/3V,-0.25,0.04,2.27,0.1,6234,64,4.82,4.459,0.763,1.168,0.062,,,,1.84,,,,,,,N,
HD205390,HD 205390  ,G2/3V,-0.18,0.03,0.24,,5063,44,1.9,2.783,2.848,0.755,0.02,,,,0.776,,,,,,,N,
HD205420,HD 205420  ,G2/3V,0.1,0.03,1.87,0.1,6280,58,3.7,2.435,0.171,1.494,0.032,-4.852965520435,0.0298712408049999,,2.576,,,,,,,N,
HD205536,HD 205536  ,G9 V,-0.04,0.02,0.42,,5487,71,1.8,3.885,3.479,0.901,0.036,-4.729621151875,-0.203275541765001,3.2,0.948,,,,,,,N,
HD205591,HD 205591  ,G2/3V,-0.12,0.05,2.71,0.1,6448,55,7.68,1.993,0.956,1.208,0.048,,,,1.365,,,,,,,N,
HD205739,HD 205739  ,F7V,0.23,0.1,2.71,0.02,6157,93,4.06,2.064,0.964,1.267,0.023,-4.963143584715,-0.0252217219249999,,1.411,1,1.37,279.8,0.896,0.27,7.0999321,Y,1
HD205905,HD 205905  ,G2V,0.01,0.06,2.39,,5908,74,2.3,1.223,1.107,1.083,0.025,-4.83001656844,0.322364955779999,9,1.028,,,,,,,N,
HD206116,HD 206116  ,G2/3V,0.23,0.05,2.65,0.1,6055,32,3.4,3.064,0.874,1.199,0.038,-5.011411011065,0.063768332295,,1.356,,,,,,,N,
HD206163,HD 206163  ,G8 IV-V,0.01,0.02,0.54,,5510,68,2.144,3.423,3.192,0.91,0.036,,,,0.888,,,,,,,N,
HD206172,HD 206172  ,G2/3V,-0.24,0.01,1.23,0.12,5690,80,0.3,2.689,2.671,0.877,0.03,,,,0.883,,,,,,,N,
HD20619,HD 20619  ,G2/3V,-0.22,0.01,1.64,0.02,5716,43,3,2.749,2.325,0.905,0.029,-4.76752582094,-0.000762608170000512,13,0.902,,,,,,,N,
HD20630,* kap01 Cet  ,G5Vvar,0.09,0.02,2.04,0.06,5749,147,5.2,2.746,2.728,0.979,0.035,-4.591473117295,0.169520702565,7,1.152,,,,,,,N,
HD206332,HD 206332  ,G0V,0.27,0.03,2.53,0.04,5983,55,0.9,2.992,0.953,1.181,0.025,-4.96285610621,-0.0698087987800005,,1.347,,,,,,,N,
HD206395,HD 206395  ,F8.5IV-V,0.26,0.03,2.77,0.11,6211,31,7.2,1.871,0.423,1.285,0.02,-4.84521346824,0,,1.421,,,,,,,N,
HD206860,HD 206860  ,G2/3V,-0.06,0.02,2.93,0.11,5955,88,12.81,2.141,1.969,1.017,0.036,-4.35847236181,-0.00428879239000057,4.55,1.002,,,,,,,N,
HD206893,HD 206893  ,F5 V,-0.05,0.04,,,6512,59,29,1.529,1.275,1.233,0.045,,,,1.327,,,,,,,N,
HD206998,HD 206998  ,G0wF5,-0.69,0.02,2,0.12,5822,111,3.6,11.04,0.576,0.861,0.017,,,,1.473,,,,,,,N,
HD2071,HD 2071  ,G2 V,-0.09,0.01,1.34,0.12,5740,58,1.79,2.324,2.135,0.957,0.03,,,27.1518,0.947,,,,,,,N,
HD207129,HD 207129  ,G2V,0,0.01,2.28,0.03,5922,76,2.71,2.02,1.832,1.046,0.034,-4.83338879749,0.0961587144200005,,0.988,,,,,,,N,
HD207190,HD 207190  ,F6V,-0.42,0.03,2.6,0.1,6178,53,4.5,7.167,0.753,0.986,0.031,,,,1.501,,,,,,,N,
